# marvel-crawler — Marvel_Comics_supervillains crawl (2026-09-13)
# Wikipedia Category:Marvel_Comics_supervillains — 370 nodes (redirects resolved).
# node_id matches the source column of the edges file.
node_id	name	wikidata_id	url	description
Slaymaster	Slaymaster	Q7539558	https://en.wikipedia.org/wiki/Slaymaster	Slaymaster is a fictional character appearing in American comic books published by Marvel Comics.
Sleeper_(Marvel_Comics)	Sleeper (Marvel Comics)	Q4499914	https://en.wikipedia.org/wiki/Sleeper_(Marvel_Comics)	Sleeper is the name of several fictional characters appearing in American comic books published by Marvel Comics.
Space_Phantom	Space Phantom	Q11853643	https://en.wikipedia.org/wiki/Space_Phantom	Space Phantom is the name of several characters who belong to a fictional species appearing in American comic books published by Marvel Comics.
Sphinx_(Marvel_Comics)	Sphinx (Marvel Comics)	Q2278346	https://en.wikipedia.org/wiki/Sphinx_(Marvel_Comics)	The Sphinx is the name of two fictional characters appearing in American comic books published by Marvel Comics.
Spider-Bitch_(Ashley_Barton)	Spider-Bitch (Ashley Barton)	Q110692815	https://en.wikipedia.org/wiki/Spider-Bitch_(Ashley_Barton)	Spider-Bitch (Ashley Parker Barton) is a character appearing in American comic books published by Marvel Comics.
Spider-Girl	Spider-Girl	Q60719010	https://en.wikipedia.org/wiki/Spider-Girl	Spider-Girl is the code name of several superheroines in comic books published by Marvel Comics.
Spider-Woman	Spider-Woman	Q2922722	https://en.wikipedia.org/wiki/Spider-Woman	Spider-Woman is the code name of several fictional characters in comic books published by Marvel Comics.
Spot_(Marvel_Comics)	Spot (Marvel Comics)	Q3031868	https://en.wikipedia.org/wiki/Spot_(Marvel_Comics)	The Spot is a supervillain appearing in American comic books published by Marvel Comics, most often as an adversary of Spider-Man and Daredevil.
Steel_Serpent	Steel Serpent	Q17022155	https://en.wikipedia.org/wiki/Steel_Serpent	Steel Serpent (Davos) is a supervillain appearing in American comic books published by Marvel Comics.
Stiletto_(comics)	Stiletto (comics)	Q7616965	https://en.wikipedia.org/wiki/Stiletto_(comics)	Stiletto is the name of different characters appearing in American comic books published by Marvel Comics.
Stonewall_(comics)	Stonewall (comics)	Q3224845	https://en.wikipedia.org/wiki/Stonewall_(comics)	Stonewall is the codename of two fictional characters appearing in American comic books published by Marvel Comics.
Strongman_(character)	Strongman (character)	Q20979404	https://en.wikipedia.org/wiki/Strongman_(character)	The Strongman is the name of three characters appearing in American comic books published by Marvel Comics.
Super-Adaptoid	Super-Adaptoid	Q1408114	https://en.wikipedia.org/wiki/Super-Adaptoid	The Super-Adaptoid is the name of several characters appearing in American comic books published by Marvel Comics.
Super-Patriot_(Marvel_Comics)	Super-Patriot (Marvel Comics)	Q7641941	https://en.wikipedia.org/wiki/Super-Patriot_(Marvel_Comics)	Super-Patriot is a name used by three characters in the universe of Marvel Comics.
Super-Skrull	Super-Skrull	Q1048542	https://en.wikipedia.org/wiki/Super-Skrull	The Super-Skrull is an alias used by characters appearing in American comic books published by Marvel Comics.
Synapse_(character)	Synapse (character)	Q48739459	https://en.wikipedia.org/wiki/Synapse_(character)	Synapse is the name of two characters appearing in American comic books published by Marvel Comics.
T-Ray_(comics)	T-Ray (comics)	Q20979412	https://en.wikipedia.org/wiki/T-Ray_(comics)	T-Ray is a supervillain appearing in American comic books published by Marvel Comics.
Talos_the_Untamed	Talos the Untamed	Q18225043	https://en.wikipedia.org/wiki/Talos_the_Untamed	Talos the Untamed is a fictional character appearing in American comic books published by Marvel Comics.
Tarantula_(Marvel_Comics)	Tarantula (Marvel Comics)	Q1094358	https://en.wikipedia.org/wiki/Tarantula_(Marvel_Comics)	The Tarantula is a fictional character name used by several characters, usually supervillains, appearing in American comic books published by Marvel Comics.
Tatterdemalion	Tatterdemalion	Q3516112	https://en.wikipedia.org/wiki/Tatterdemalion	Arnold Paffenroth is a character appearing in American comic books published by Marvel Comics.
Taurus_(Marvel_Comics)	Taurus (Marvel Comics)	Q7688914	https://en.wikipedia.org/wiki/Taurus_(Marvel_Comics)	Taurus is the name of several characters appearing in American comic books published by Marvel Comics.
Technovore	Technovore	Q3982493	https://en.wikipedia.org/wiki/Technovore	Technovore is a supervillain appearing in American comic books published by Marvel Comics, typically as an enemy of the superhero Iron Man.
Tempus_(comics)	Tempus (comics)	Q7699063	https://en.wikipedia.org/wiki/Tempus_(comics)	Tempus is the name of two characters appearing in American comic books published by Marvel Comics.
Tetu_(comics)	Tetu (comics)	Q115800622	https://en.wikipedia.org/wiki/Tetu_(comics)	Tetu is a character appearing in American comic books published by Marvel Comics.
Thanos	Thanos	Q2276627	https://en.wikipedia.org/wiki/Thanos	Thanos () is a fictional character appearing in American comic books published by Marvel Comics.
Thermo_(comics)	Thermo (comics)	Q124434558	https://en.wikipedia.org/wiki/Thermo_(comics)	Thermo is a fictional character appearing in American comic books published by Marvel Comics.
Thunderball_(character)	Thunderball (character)	Q655082	https://en.wikipedia.org/wiki/Thunderball_(character)	Thunderball (Eliot Franklin) is a supervillain appearing in American comic books published by Marvel Comics.
Thunderbolt_Ross	Thunderbolt Ross	Q1841525	https://en.wikipedia.org/wiki/Thunderbolt_Ross	General Thaddeus E. "Thunderbolt" Ross is a fictional character who appears in comic books published by Marvel Comics featuring the Hulk.
Tiger_Shark_(Marvel_Comics)	Tiger Shark (Marvel Comics)	Q2297765	https://en.wikipedia.org/wiki/Tiger_Shark_(Marvel_Comics)	Tiger Shark (Todd Arliss) is a fictional character appearing in American comic books published by Marvel Comics.
Tinkerer_(Marvel_Comics)	Tinkerer (Marvel Comics)	Q2623764	https://en.wikipedia.org/wiki/Tinkerer_(Marvel_Comics)	The Tinkerer (Phineas Mason) is a character appearing in American comic books published by Marvel Comics.
Tombstone_(character)	Tombstone (character)	Q59643	https://en.wikipedia.org/wiki/Tombstone_(character)	Alonzo Thompson "Lonnie" Lincoln, known as Tombstone, is a supervillain appearing in American comic books published by Marvel Comics.
Torpedo_(Marvel_Comics)	Torpedo (Marvel Comics)	Q7826731	https://en.wikipedia.org/wiki/Torpedo_(Marvel_Comics)	Torpedo is the name of five fictional characters appearing in American comic books published by Marvel Comics.
Tracer_(Marvel_Comics)	Tracer (Marvel Comics)	Q7831175	https://en.wikipedia.org/wiki/Tracer_(Marvel_Comics)	Tracer is a supervillain appearing in American comic books published by Marvel Comics.
Tricephalous_(comics)	Tricephalous (comics)	Q17035845	https://en.wikipedia.org/wiki/Tricephalous_(comics)	Tricephalous is a fictional three-headed monster appearing in American comic books published by Marvel Comics.
Tumbler_(comics)	Tumbler (comics)	Q7852565	https://en.wikipedia.org/wiki/Tumbler_(comics)	Tumbler is the name of four fictional characters appearing in American comic books published by Marvel Comics.
Tundra_(Marvel_Comics)	Tundra (Marvel Comics)	Q124613544	https://en.wikipedia.org/wiki/Tundra_(Marvel_Comics)	Tundra is a character appearing in American comic books published by Marvel Comics.
Typeface_(character)	Typeface (character)	Q7860927	https://en.wikipedia.org/wiki/Typeface_(character)	Typeface (Gordon Thomas) is a fictional character appearing in American comic books published by Marvel Comics.
Typhon_(comics)	Typhon (comics)	Q3546216	https://en.wikipedia.org/wiki/Typhon_(comics)	Typhon is a fictional character appearing in American comic books published by Marvel Comics.
U-Man	U-Man	Q7862909	https://en.wikipedia.org/wiki/U-Man	U-Man (Meranno) is a fictional character appearing in American comic books published by Marvel Comics.
Ulik	Ulik	Q2746596	https://en.wikipedia.org/wiki/Ulik	Ulik is a fictional character appearing in American comic books published by Marvel Comics.
Ultimo_(Marvel_Comics)	Ultimo (Marvel Comics)	Q3548045	https://en.wikipedia.org/wiki/Ultimo_(Marvel_Comics)	Ultimo is a character appearing in American comic books published by Marvel Comics.
Ultron	Ultron	Q2474195	https://en.wikipedia.org/wiki/Ultron	Ultron is a supervillain appearing in American comic books published by Marvel Comics.
Val_Rhymin	Val Rhymin	Q7909135	https://en.wikipedia.org/wiki/Val_Rhymin	Val Rhymin is a fictional character appearing in American comic books published by Marvel Comics.
Varnae	Varnae	Q115481738	https://en.wikipedia.org/wiki/Varnae	Varnae is a fictional character appearing in American comic books published by Marvel Comics.
Venom_(character)	Venom (character)	Q1621261	https://en.wikipedia.org/wiki/Venom_(character)	Venom, known formally as "the Symbiote", is a character appearing in American comic books published by Marvel Comics.
Vibro_(comics)	Vibro (comics)	Q17040710	https://en.wikipedia.org/wiki/Vibro_(comics)	Vibro is a supervillain appearing in American comic books published by Marvel Comics.
Victor_Timely	Victor Timely	Q116884469	https://en.wikipedia.org/wiki/Victor_Timely	Mayor Victor Timely is a character appearing in American comic books published by Marvel Comics.
Virgo_(character)	Virgo (character)	Q17040888	https://en.wikipedia.org/wiki/Virgo_(character)	Virgo is the name of several fictional characters appearing in American comic books published by Marvel Comics.
Vulcan_(Marvel_Comics)	Vulcan (Marvel Comics)	Q2568977	https://en.wikipedia.org/wiki/Vulcan_(Marvel_Comics)	Vulcan (Gabriel Summers) is a fictional character appearing in American comic books published by Marvel Comics.
War_(Marvel_Comics)	War (Marvel Comics)	Q7968363	https://en.wikipedia.org/wiki/War_(Marvel_Comics)	War is the name of several fictional characters who are supervillains appearing in American comic books published by Marvel Comics.
Warrior_Woman_(Marvel_Comics)	Warrior Woman (Marvel Comics)	Q3566425	https://en.wikipedia.org/wiki/Warrior_Woman_(Marvel_Comics)	Warrior Woman is a supervillain appearing in American comic books published by Marvel Comics.
Warwolves	Warwolves	Q7971249	https://en.wikipedia.org/wiki/Warwolves	The Warwolves are fictional characters appearing in American comic books published by Marvel Comics.
Wendigo_(comics)	Wendigo (comics)	Q3567235	https://en.wikipedia.org/wiki/Wendigo_(comics)	The Wendigo (occasionally: Wen-Di-Go) is a fictional monster appearing in American comic books published by Marvel Comics.
Werner_von_Strucker	Werner von Strucker	Q7983536	https://en.wikipedia.org/wiki/Werner_von_Strucker	Werner von Strucker is a fictional character appearing in American comic books published by Marvel Comics.
Whiplash_(Marvel_Comics)	Whiplash (Marvel Comics)	Q512600	https://en.wikipedia.org/wiki/Whiplash_(Marvel_Comics)	Whiplash is the name of multiple supervillains appearing in American comic books published by Marvel Comics.
Wild_Child_(character)	Wild Child (character)	Q2597584	https://en.wikipedia.org/wiki/Wild_Child_(character)	Kyle Gibney is a  character appearing in American comic books published by Marvel Comics.
Will_o'_the_Wisp_(comics)	Will o' the Wisp (comics)	Q1772036	https://en.wikipedia.org/wiki/Will_o'_the_Wisp_(comics)	Will o' the Wisp  (Dr.
William_Burnside_(character)	William Burnside (character)	Q3547398	https://en.wikipedia.org/wiki/William_Burnside_(character)	William Burnside, PhD, also known as the Captain America of the 1950s, Commie Smasher or Bad Cap, is a fictional character appearing in American comic books published by Marvel Comics.
Wong-Chu	Wong-Chu	Q8031959	https://en.wikipedia.org/wiki/Wong-Chu	Wong-Chu is a supervillain appearing in American comic books published by Marvel Comics.
Wrecker_(comics)	Wrecker (comics)	Q654551	https://en.wikipedia.org/wiki/Wrecker_(comics)	The Wrecker (Dirk Garthwaite) is a supervillain appearing in American comic books published by Marvel Comics.
Xorn	Xorn	Q2297125	https://en.wikipedia.org/wiki/Xorn	Xorn is the alias of two fictional characters appearing in American comic books published by Marvel Comics.
Yelena_Belova	Yelena Belova	Q4009216	https://en.wikipedia.org/wiki/Yelena_Belova	Yelena Belova (Russian: Еле́на Бело́ва) is a comic book character appearing in American comic books published by Marvel Comics.
Ymir_(Marvel_Comics)	Ymir (Marvel Comics)	Q4411755	https://en.wikipedia.org/wiki/Ymir_(Marvel_Comics)	Ymir is a character appearing in American comic books published by Marvel Comics.
Zarathos	Zarathos	Q255860	https://en.wikipedia.org/wiki/Zarathos	Zarathos (UK: , US: ) is a character appearing in American comic books published by Marvel Comics.
Zarrko	Zarrko	Q8066914	https://en.wikipedia.org/wiki/Zarrko	Zarrko, the Tomorrow Man (Artur Zarrko) is a supervillain appearing in American comic books published by Marvel Comics.
Zenzi_(comics)	Zenzi (comics)	Q115800561	https://en.wikipedia.org/wiki/Zenzi_(comics)	Zenzi is a character appearing in American comic books published by Marvel Comics.
Zheng_Zu	Zheng Zu	Q20708768	https://en.wikipedia.org/wiki/Zheng_Zu	Zheng Zu (Chinese: 鄭祖), originally known as Fu Manchu, is a supervillain appearing in American comic books published by Marvel Comics.
Zhou_Cheng	Zhou Cheng	Q29350661	https://en.wikipedia.org/wiki/Zhou_Cheng	Zhou Cheng is a fictional character appearing in American comic books published by Marvel Comics.
Zzzax	Zzzax	Q2309083	https://en.wikipedia.org/wiki/Zzzax	Zzzax is a fictional character appearing in American comic books published by Marvel Comics.
